date,city_name,country,country_code,region,latitude,longitude,timezone,temperature_max,temperature_min,temperature_mean,precipitation_sum,precipitation_hours,wind_speed_max,wind_direction,humidity_max,humidity_min,uv_index_max,weather_code,sunrise,sunset,weather_description,temperature_range,humidity_mean,precipitation_category,temperature_category
2026-06-15,Florianópolis,Brasil,BR,Sul,-27.5954,-48.548,America/Sao_Paulo,15.2,13.7,14.4,0.0,0.0,17.8,173,79,64,3.4,3,2026-06-15T07:02,2026-06-15T17:26,Nublado,1.5,71.5,Sin lluvia,Templado
2026-06-16,Florianópolis,Brasil,BR,Sul,-27.5954,-48.548,America/Sao_Paulo,18.0,12.3,14.5,0.0,0.0,9.5,161,91,68,4.2,3,2026-06-16T07:02,2026-06-16T17:26,Nublado,5.7,79.5,Sin lluvia,Templado
2026-06-17,Florianópolis,Brasil,BR,Sul,-27.5954,-48.548,America/Sao_Paulo,19.8,9.7,14.0,0.0,0.0,17.9,179,96,57,4.3,2,2026-06-17T07:03,2026-06-17T17:27,Parcialmente nublado,10.1,76.5,Sin lluvia,Templado
2026-06-18,Florianópolis,Brasil,BR,Sul,-27.5954,-48.548,America/Sao_Paulo,17.8,8.8,13.8,1.3,9.0,7.3,291,96,67,2.1,51,2026-06-18T07:03,2026-06-18T17:27,Llovizna leve,9.0,81.5,Leve,Templado
2026-06-19,Florianópolis,Brasil,BR,Sul,-27.5954,-48.548,America/Sao_Paulo,21.2,13.7,17.0,0.8,3.0,20.3,341,97,63,4.2,51,2026-06-19T07:03,2026-06-19T17:27,Llovizna leve,7.5,80.0,Leve,Templado
2026-06-20,Florianópolis,Brasil,BR,Sul,-27.5954,-48.548,America/Sao_Paulo,15.9,12.6,14.3,34.0,17.0,26.6,178,96,88,0.8,81,2026-06-20T07:03,2026-06-20T17:27,Chubascos moderados,3.3,92.0,Fuerte,Templado
2026-06-21,Florianópolis,Brasil,BR,Sul,-27.5954,-48.548,America/Sao_Paulo,18.8,11.7,14.5,0.9,2.0,8.3,3,96,65,4.3,53,2026-06-21T07:04,2026-06-21T17:27,Llovizna moderada,7.1,80.5,Leve,Templado
2026-06-22,Florianópolis,Brasil,BR,Sul,-27.5954,-48.548,America/Sao_Paulo,19.2,12.6,16.2,7.8,5.0,25.5,347,99,76,4.3,95,2026-06-22T07:04,2026-06-22T17:28,Tormenta eléctrica,6.6,87.5,Moderada,Templado
2026-06-15,La Habana,Cuba,CU,Caribe,23.1136,-82.3666,America/Havana,31.8,23.8,27.1,4.3,7.0,9.3,130,89,54,9.0,96,2026-06-15T06:43,2026-06-15T20:16,Tormenta con granizo leve,8.0,71.5,Leve,Cálido
2026-06-16,La Habana,Cuba,CU,Caribe,23.1136,-82.3666,America/Havana,32.8,24.1,28.2,1.7,5.0,14.1,141,86,49,9.0,53,2026-06-16T06:43,2026-06-16T20:16,Llovizna moderada,8.7,67.5,Leve,Cálido
2026-06-17,La Habana,Cuba,CU,Caribe,23.1136,-82.3666,America/Havana,32.4,25.0,28.5,1.0,6.0,16.7,154,91,57,8.2,95,2026-06-17T06:43,2026-06-17T20:16,Tormenta eléctrica,7.4,74.0,Leve,Cálido
2026-06-18,La Habana,Cuba,CU,Caribe,23.1136,-82.3666,America/Havana,33.4,25.7,28.9,3.6,6.0,13.6,147,90,49,7.7,96,2026-06-18T06:44,2026-06-18T20:17,Tormenta con granizo leve,7.7,69.5,Leve,Cálido
2026-06-19,La Habana,Cuba,CU,Caribe,23.1136,-82.3666,America/Havana,31.7,25.3,28.2,2.2,8.0,9.2,111,92,62,8.2,96,2026-06-19T06:44,2026-06-19T20:17,Tormenta con granizo leve,6.4,77.0,Leve,Cálido
2026-06-20,La Habana,Cuba,CU,Caribe,23.1136,-82.3666,America/Havana,31.0,24.7,27.7,3.2,10.0,9.8,115,90,64,8.6,95,2026-06-20T06:44,2026-06-20T20:17,Tormenta eléctrica,6.3,77.0,Leve,Cálido
2026-06-21,La Habana,Cuba,CU,Caribe,23.1136,-82.3666,America/Havana,33.1,24.9,28.6,0.7,4.0,10.0,99,89,47,9.0,95,2026-06-21T06:44,2026-06-21T20:17,Tormenta eléctrica,8.2,68.0,Leve,Cálido
2026-06-22,La Habana,Cuba,CU,Caribe,23.1136,-82.3666,America/Havana,32.5,25.3,28.6,0.9,5.0,17.1,69,91,56,8.6,96,2026-06-22T06:44,2026-06-22T20:18,Tormenta con granizo leve,7.2,73.5,Leve,Cálido
2026-06-15,Santo Domingo,Rep. Dominicana,DO,Caribe,18.4861,-69.9312,America/Santo_Domingo,30.3,23.7,27.0,2.2,6.0,16.5,98,90,62,7.4,95,2026-06-15T06:03,2026-06-15T19:17,Tormenta eléctrica,6.6,76.0,Leve,Cálido
2026-06-16,Santo Domingo,Rep. Dominicana,DO,Caribe,18.4861,-69.9312,America/Santo_Domingo,30.3,23.6,26.9,0.1,1.0,13.4,99,90,59,6.8,51,2026-06-16T06:03,2026-06-16T19:17,Llovizna leve,6.7,74.5,Leve,Cálido
2026-06-17,Santo Domingo,Rep. Dominicana,DO,Caribe,18.4861,-69.9312,America/Santo_Domingo,30.7,23.7,27.1,0.6,3.0,16.5,98,90,55,8.2,51,2026-06-17T06:03,2026-06-17T19:17,Llovizna leve,7.0,72.5,Leve,Cálido
2026-06-18,Santo Domingo,Rep. Dominicana,DO,Caribe,18.4861,-69.9312,America/Santo_Domingo,31.2,23.6,27.0,1.8,6.0,16.1,104,95,52,8.7,55,2026-06-18T06:03,2026-06-18T19:18,Llovizna intensa,7.6,73.5,Leve,Cálido
2026-06-19,Santo Domingo,Rep. Dominicana,DO,Caribe,18.4861,-69.9312,America/Santo_Domingo,32.2,23.7,27.8,2.3,4.0,14.8,87,92,51,8.4,96,2026-06-19T06:03,2026-06-19T19:18,Tormenta con granizo leve,8.5,71.5,Leve,Cálido
2026-06-20,Santo Domingo,Rep. Dominicana,DO,Caribe,18.4861,-69.9312,America/Santo_Domingo,32.6,24.0,27.8,0.3,2.0,13.9,71,96,53,8.9,95,2026-06-20T06:03,2026-06-20T19:18,Tormenta eléctrica,8.6,74.5,Leve,Cálido
2026-06-21,Santo Domingo,Rep. Dominicana,DO,Caribe,18.4861,-69.9312,America/Santo_Domingo,32.1,23.4,27.0,4.1,11.0,17.0,37,93,54,8.9,95,2026-06-21T06:04,2026-06-21T19:18,Tormenta eléctrica,8.7,73.5,Leve,Cálido
2026-06-22,Santo Domingo,Rep. Dominicana,DO,Caribe,18.4861,-69.9312,America/Santo_Domingo,31.0,23.3,26.9,3.1,9.0,13.8,64,99,58,9.0,95,2026-06-22T06:04,2026-06-22T19:18,Tormenta eléctrica,7.7,78.5,Leve,Cálido
2026-06-15,San Juan,Puerto Rico,PR,Caribe,18.4655,-66.1057,America/Puerto_Rico,29.6,26.9,28.1,0.0,0.0,29.1,90,82,65,8.8,3,2026-06-15T05:48,2026-06-15T19:01,Nublado,2.7,73.5,Sin lluvia,Cálido
2026-06-16,San Juan,Puerto Rico,PR,Caribe,18.4655,-66.1057,America/Puerto_Rico,28.9,26.6,27.8,0.4,4.0,30.8,87,82,66,8.4,51,2026-06-16T05:48,2026-06-16T19:02,Llovizna leve,2.3,74.0,Leve,Cálido
2026-06-17,San Juan,Puerto Rico,PR,Caribe,18.4655,-66.1057,America/Puerto_Rico,29.3,26.4,27.7,0.4,4.0,29.1,83,81,66,9.0,51,2026-06-17T05:48,2026-06-17T19:02,Llovizna leve,2.9,73.5,Leve,Cálido
2026-06-18,San Juan,Puerto Rico,PR,Caribe,18.4655,-66.1057,America/Puerto_Rico,28.9,25.4,27.6,1.1,11.0,29.6,85,85,66,9.0,95,2026-06-18T05:48,2026-06-18T19:02,Tormenta eléctrica,3.5,75.5,Leve,Cálido
2026-06-19,San Juan,Puerto Rico,PR,Caribe,18.4655,-66.1057,America/Puerto_Rico,28.9,27.1,28.0,0.0,0.0,31.0,83,80,75,9.0,95,2026-06-19T05:48,2026-06-19T19:03,Tormenta eléctrica,1.8,77.5,Sin lluvia,Cálido
2026-06-20,San Juan,Puerto Rico,PR,Caribe,18.4655,-66.1057,America/Puerto_Rico,28.7,26.7,27.9,0.1,1.0,32.9,80,81,70,9.0,51,2026-06-20T05:49,2026-06-20T19:03,Llovizna leve,2.0,75.5,Leve,Cálido
2026-06-21,San Juan,Puerto Rico,PR,Caribe,18.4655,-66.1057,America/Puerto_Rico,29.7,26.8,28.2,1.4,12.0,28.9,90,82,69,9.0,95,2026-06-21T05:49,2026-06-21T19:03,Tormenta eléctrica,2.9,75.5,Leve,Cálido
2026-06-22,San Juan,Puerto Rico,PR,Caribe,18.4655,-66.1057,America/Puerto_Rico,28.8,26.7,27.7,0.6,3.0,30.7,86,86,72,9.0,95,2026-06-22T05:49,2026-06-22T19:03,Tormenta eléctrica,2.1,79.0,Leve,Cálido
2026-06-15,Puerto Príncipe,Haití,HT,Caribe,18.5425,-72.3386,America/Port-au-Prince,33.5,25.9,29.5,0.0,0.0,17.4,111,73,47,7.4,3,2026-06-15T06:12,2026-06-15T19:26,Nublado,7.6,60.0,Sin lluvia,Cálido
2026-06-16,Puerto Príncipe,Haití,HT,Caribe,18.5425,-72.3386,America/Port-au-Prince,34.0,26.0,29.6,0.0,0.0,20.8,104,78,41,7.8,3,2026-06-16T06:12,2026-06-16T19:27,Nublado,8.0,59.5,Sin lluvia,Cálido
2026-06-17,Puerto Príncipe,Haití,HT,Caribe,18.5425,-72.3386,America/Port-au-Prince,36.4,26.1,30.1,0.0,0.0,17.5,108,74,32,8.4,3,2026-06-17T06:12,2026-06-17T19:27,Nublado,10.3,53.0,Sin lluvia,Muy cálido
2026-06-18,Puerto Príncipe,Haití,HT,Caribe,18.5425,-72.3386,America/Port-au-Prince,36.4,26.4,30.3,0.0,0.0,16.5,104,69,23,9.0,3,2026-06-18T06:12,2026-06-18T19:27,Nublado,10.0,46.0,Sin lluvia,Muy cálido
2026-06-19,Puerto Príncipe,Haití,HT,Caribe,18.5425,-72.3386,America/Port-au-Prince,36.8,25.7,30.5,0.0,0.0,20.0,106,73,28,9.1,3,2026-06-19T06:13,2026-06-19T19:27,Nublado,11.1,50.5,Sin lluvia,Muy cálido
2026-06-20,Puerto Príncipe,Haití,HT,Caribe,18.5425,-72.3386,America/Port-au-Prince,37.5,26.4,31.3,0.0,0.0,20.7,103,73,22,9.0,3,2026-06-20T06:13,2026-06-20T19:28,Nublado,11.1,47.5,Sin lluvia,Muy cálido
2026-06-21,Puerto Príncipe,Haití,HT,Caribe,18.5425,-72.3386,America/Port-au-Prince,37.0,26.6,31.1,0.0,0.0,28.8,100,73,24,9.1,2,2026-06-21T06:13,2026-06-21T19:28,Parcialmente nublado,10.4,48.5,Sin lluvia,Muy cálido
2026-06-22,Puerto Príncipe,Haití,HT,Caribe,18.5425,-72.3386,America/Port-au-Prince,34.2,27.4,30.3,1.8,6.0,22.2,105,69,39,8.4,53,2026-06-22T06:13,2026-06-22T19:28,Llovizna moderada,6.8,54.0,Leve,Muy cálido
2026-06-15,Kingston,Jamaica,JM,Caribe,17.9714,-76.793,America/Jamaica,32.1,23.2,27.7,0.1,1.0,25.8,123,95,58,9.0,51,2026-06-15T05:32,2026-06-15T18:44,Llovizna leve,8.9,76.5,Leve,Cálido
2026-06-16,Kingston,Jamaica,JM,Caribe,17.9714,-76.793,America/Jamaica,32.5,24.4,28.6,0.0,0.0,28.7,125,88,56,8.9,3,2026-06-16T05:32,2026-06-16T18:44,Nublado,8.1,72.0,Sin lluvia,Cálido
2026-06-17,Kingston,Jamaica,JM,Caribe,17.9714,-76.793,America/Jamaica,32.7,22.2,28.4,0.0,0.0,26.6,126,83,52,8.4,95,2026-06-17T05:32,2026-06-17T18:44,Tormenta eléctrica,10.5,67.5,Sin lluvia,Cálido
2026-06-18,Kingston,Jamaica,JM,Caribe,17.9714,-76.793,America/Jamaica,32.3,25.3,28.8,0.0,0.0,25.6,127,84,53,7.4,3,2026-06-18T05:32,2026-06-18T18:44,Nublado,7.0,68.5,Sin lluvia,Cálido
2026-06-19,Kingston,Jamaica,JM,Caribe,17.9714,-76.793,America/Jamaica,32.4,25.2,29.0,0.0,0.0,26.2,131,80,54,8.9,3,2026-06-19T05:32,2026-06-19T18:45,Nublado,7.2,67.0,Sin lluvia,Cálido
2026-06-20,Kingston,Jamaica,JM,Caribe,17.9714,-76.793,America/Jamaica,33.5,25.1,29.1,0.2,2.0,28.1,134,79,49,8.2,51,2026-06-20T05:32,2026-06-20T18:45,Llovizna leve,8.4,64.0,Leve,Cálido
2026-06-21,Kingston,Jamaica,JM,Caribe,17.9714,-76.793,America/Jamaica,32.1,22.8,28.4,0.0,0.0,24.7,144,86,50,9.0,3,2026-06-21T05:33,2026-06-21T18:45,Nublado,9.3,68.0,Sin lluvia,Cálido
2026-06-22,Kingston,Jamaica,JM,Caribe,17.9714,-76.793,America/Jamaica,31.8,25.2,28.7,0.6,4.0,23.5,136,83,52,8.8,95,2026-06-22T05:33,2026-06-22T18:45,Tormenta eléctrica,6.6,67.5,Leve,Cálido
2026-06-15,Puebla,México,MX,Norte,19.0414,-98.2063,America/Mexico_City,22.8,13.8,18.2,1.2,10.0,12.3,153,91,54,9.6,95,2026-06-15T05:55,2026-06-15T19:11,Tormenta eléctrica,9.0,72.5,Leve,Templado
2026-06-16,Puebla,México,MX,Norte,19.0414,-98.2063,America/Mexico_City,22.0,14.3,17.4,6.4,11.0,13.2,171,96,57,9.6,95,2026-06-16T05:55,2026-06-16T19:11,Tormenta eléctrica,7.7,76.5,Moderada,Templado
2026-06-17,Puebla,México,MX,Norte,19.0414,-98.2063,America/Mexico_City,21.8,13.9,17.3,2.2,15.0,12.2,190,98,61,9.0,51,2026-06-17T05:55,2026-06-17T19:11,Llovizna leve,7.9,79.5,Leve,Templado
2026-06-18,Puebla,México,MX,Norte,19.0414,-98.2063,America/Mexico_City,22.6,12.9,17.4,4.3,13.0,8.0,174,100,59,7.8,95,2026-06-18T05:55,2026-06-18T19:12,Tormenta eléctrica,9.7,79.5,Leve,Templado
2026-06-19,Puebla,México,MX,Norte,19.0414,-98.2063,America/Mexico_City,22.9,14.8,17.7,9.2,10.0,10.9,165,98,60,8.6,95,2026-06-19T05:55,2026-06-19T19:12,Tormenta eléctrica,8.1,79.0,Moderada,Templado
2026-06-20,Puebla,México,MX,Norte,19.0414,-98.2063,America/Mexico_City,22.4,14.2,17.3,5.5,15.0,12.7,170,97,57,6.6,55,2026-06-20T05:56,2026-06-20T19:12,Llovizna intensa,8.2,77.0,Moderada,Templado
2026-06-21,Puebla,México,MX,Norte,19.0414,-98.2063,America/Mexico_City,22.0,13.7,17.3,2.0,11.0,10.1,152,95,52,8.7,53,2026-06-21T05:56,2026-06-21T19:12,Llovizna moderada,8.3,73.5,Leve,Templado
2026-06-22,Puebla,México,MX,Norte,19.0414,-98.2063,America/Mexico_City,23.6,13.5,17.6,2.8,5.0,9.0,139,95,37,9.4,80,2026-06-22T05:56,2026-06-22T19:12,Chubascos leves,10.1,66.0,Leve,Templado
2026-06-15,Tijuana,México,MX,Norte,32.5027,-117.0037,America/Tijuana,24.3,18.2,20.5,0.0,0.0,17.7,312,93,68,8.8,45,2026-06-15T05:40,2026-06-15T19:56,Neblina,6.1,80.5,Sin lluvia,Cálido
2026-06-16,Tijuana,México,MX,Norte,32.5027,-117.0037,America/Tijuana,23.7,17.6,19.7,0.0,0.0,17.3,317,98,66,8.8,45,2026-06-16T05:40,2026-06-16T19:57,Neblina,6.1,82.0,Sin lluvia,Templado
2026-06-17,Tijuana,México,MX,Norte,32.5027,-117.0037,America/Tijuana,23.7,17.3,19.4,0.0,0.0,16.2,313,94,64,8.8,45,2026-06-17T05:40,2026-06-17T19:57,Neblina,6.4,79.0,Sin lluvia,Templado
2026-06-18,Tijuana,México,MX,Norte,32.5027,-117.0037,America/Tijuana,22.8,17.1,19.0,0.0,0.0,15.1,307,86,66,8.8,45,2026-06-18T05:40,2026-06-18T19:57,Neblina,5.7,76.0,Sin lluvia,Templado
2026-06-19,Tijuana,México,MX,Norte,32.5027,-117.0037,America/Tijuana,22.9,16.5,19.4,0.0,0.0,18.9,310,84,59,8.8,3,2026-06-19T05:40,2026-06-19T19:57,Nublado,6.4,71.5,Sin lluvia,Templado
2026-06-20,Tijuana,México,MX,Norte,32.5027,-117.0037,America/Tijuana,22.9,15.5,18.7,0.0,0.0,17.8,316,87,61,8.8,3,2026-06-20T05:41,2026-06-20T19:58,Nublado,7.4,74.0,Sin lluvia,Templado
2026-06-21,Tijuana,México,MX,Norte,32.5027,-117.0037,America/Tijuana,22.8,16.4,18.8,0.0,0.0,17.9,309,84,57,8.8,3,2026-06-21T05:41,2026-06-21T19:58,Nublado,6.4,70.5,Sin lluvia,Templado
2026-06-22,Tijuana,México,MX,Norte,32.5027,-117.0037,America/Tijuana,24.1,16.0,19.2,0.0,0.0,14.0,306,87,53,8.8,45,2026-06-22T05:41,2026-06-22T19:58,Neblina,8.1,70.0,Sin lluvia,Templado
2026-06-15,León,México,MX,Norte,21.1221,-101.6823,America/Mexico_City,26.4,16.1,20.9,0.7,4.0,13.0,255,92,41,9.0,51,2026-06-15T06:05,2026-06-15T19:29,Llovizna leve,10.3,66.5,Leve,Cálido
2026-06-16,León,México,MX,Norte,21.1221,-101.6823,America/Mexico_City,26.1,16.7,21.0,2.1,5.0,12.1,237,87,39,8.6,80,2026-06-16T06:05,2026-06-16T19:29,Chubascos leves,9.4,63.0,Leve,Cálido
2026-06-17,León,México,MX,Norte,21.1221,-101.6823,America/Mexico_City,25.2,16.1,19.8,7.6,11.0,13.3,274,97,40,7.6,95,2026-06-17T06:05,2026-06-17T19:30,Tormenta eléctrica,9.1,68.5,Moderada,Templado
2026-06-18,León,México,MX,Norte,21.1221,-101.6823,America/Mexico_City,26.8,16.5,20.5,4.2,9.0,7.5,359,94,44,8.2,55,2026-06-18T06:05,2026-06-18T19:30,Llovizna intensa,10.3,69.0,Leve,Cálido
2026-06-19,León,México,MX,Norte,21.1221,-101.6823,America/Mexico_City,25.4,15.8,19.9,2.3,7.0,11.0,157,99,56,8.8,55,2026-06-19T06:05,2026-06-19T19:30,Llovizna intensa,9.6,77.5,Leve,Templado
2026-06-20,León,México,MX,Norte,21.1221,-101.6823,America/Mexico_City,23.7,16.5,19.5,5.8,15.0,12.8,144,97,55,6.8,80,2026-06-20T06:05,2026-06-20T19:30,Chubascos leves,7.2,76.0,Moderada,Templado
2026-06-21,León,México,MX,Norte,21.1221,-101.6823,America/Mexico_City,24.1,15.9,19.1,5.3,7.0,13.0,124,99,51,9.3,80,2026-06-21T06:06,2026-06-21T19:31,Chubascos leves,8.2,75.0,Moderada,Templado
2026-06-22,León,México,MX,Norte,21.1221,-101.6823,America/Mexico_City,26.0,16.2,19.3,15.6,10.0,16.6,125,97,45,9.6,95,2026-06-22T06:06,2026-06-22T19:31,Tormenta eléctrica,9.8,71.0,Moderada,Templado
2026-06-15,Mérida,México,MX,Norte,20.9674,-89.5926,America/Mexico_City,33.9,25.2,29.5,0.2,2.0,15.7,127,91,50,8.9,95,2026-06-15T05:17,2026-06-15T18:41,Tormenta eléctrica,8.7,70.5,Leve,Cálido
2026-06-16,Mérida,México,MX,Norte,20.9674,-89.5926,America/Mexico_City,35.0,25.1,29.6,0.0,0.0,20.4,138,88,44,8.8,3,2026-06-16T05:17,2026-06-16T18:41,Nublado,9.9,66.0,Sin lluvia,Cálido
2026-06-17,Mérida,México,MX,Norte,20.9674,-89.5926,America/Mexico_City,36.3,24.8,30.4,0.0,0.0,18.6,139,90,44,9.0,95,2026-06-17T05:17,2026-06-17T18:41,Tormenta eléctrica,11.5,67.0,Sin lluvia,Muy cálido
2026-06-18,Mérida,México,MX,Norte,20.9674,-89.5926,America/Mexico_City,37.5,26.2,31.2,0.0,0.0,24.3,141,87,37,8.2,95,2026-06-18T05:17,2026-06-18T18:41,Tormenta eléctrica,11.3,62.0,Sin lluvia,Muy cálido
2026-06-19,Mérida,México,MX,Norte,20.9674,-89.5926,America/Mexico_City,36.9,26.7,31.3,0.0,0.0,22.4,132,85,39,8.9,95,2026-06-19T05:17,2026-06-19T18:42,Tormenta eléctrica,10.2,62.0,Sin lluvia,Muy cálido
2026-06-20,Mérida,México,MX,Norte,20.9674,-89.5926,America/Mexico_City,36.8,25.6,30.7,0.0,0.0,21.1,120,89,34,8.9,3,2026-06-20T05:17,2026-06-20T18:42,Nublado,11.2,61.5,Sin lluvia,Muy cálido
2026-06-21,Mérida,México,MX,Norte,20.9674,-89.5926,America/Mexico_City,35.5,25.0,29.8,0.0,0.0,18.4,124,87,41,8.8,95,2026-06-21T05:18,2026-06-21T18:42,Tormenta eléctrica,10.5,64.0,Sin lluvia,Cálido
2026-06-22,Mérida,México,MX,Norte,20.9674,-89.5926,America/Mexico_City,35.9,26.1,30.4,0.3,1.0,19.4,119,85,32,8.4,51,2026-06-22T05:18,2026-06-22T18:42,Llovizna leve,9.8,58.5,Leve,Muy cálido
2026-06-15,Maracay,Venezuela,VE,Caribe,10.2469,-67.5958,America/Caracas,31.3,22.4,26.6,7.6,4.0,17.0,122,95,42,8.2,81,2026-06-15T06:09,2026-06-15T18:52,Chubascos moderados,8.9,68.5,Moderada,Cálido
2026-06-16,Maracay,Venezuela,VE,Caribe,10.2469,-67.5958,America/Caracas,30.5,21.6,25.8,2.4,10.0,11.2,121,84,44,8.2,53,2026-06-16T06:09,2026-06-16T18:52,Llovizna moderada,8.9,64.0,Leve,Cálido
2026-06-17,Maracay,Venezuela,VE,Caribe,10.2469,-67.5958,America/Caracas,30.6,22.7,25.1,13.2,7.0,11.3,138,91,48,8.7,82,2026-06-17T06:09,2026-06-17T18:52,Chubascos intensos,7.9,69.5,Moderada,Cálido
2026-06-18,Maracay,Venezuela,VE,Caribe,10.2469,-67.5958,America/Caracas,32.4,22.0,25.2,12.7,7.0,12.1,147,94,39,8.8,81,2026-06-18T06:09,2026-06-18T18:53,Chubascos moderados,10.4,66.5,Moderada,Cálido
2026-06-19,Maracay,Venezuela,VE,Caribe,10.2469,-67.5958,America/Caracas,30.8,22.4,25.7,1.5,3.0,11.6,130,93,47,8.2,53,2026-06-19T06:09,2026-06-19T18:53,Llovizna moderada,8.4,70.0,Leve,Cálido
2026-06-20,Maracay,Venezuela,VE,Caribe,10.2469,-67.5958,America/Caracas,31.7,21.2,26.2,2.0,9.0,8.8,156,96,41,8.3,53,2026-06-20T06:10,2026-06-20T18:53,Llovizna moderada,10.5,68.5,Leve,Cálido
2026-06-21,Maracay,Venezuela,VE,Caribe,10.2469,-67.5958,America/Caracas,31.6,22.5,26.5,6.5,8.0,11.5,121,81,45,8.2,95,2026-06-21T06:10,2026-06-21T18:53,Tormenta eléctrica,9.1,63.0,Moderada,Cálido
2026-06-22,Maracay,Venezuela,VE,Caribe,10.2469,-67.5958,America/Caracas,32.7,23.3,27.5,0.0,0.0,16.7,125,74,40,8.8,2,2026-06-22T06:10,2026-06-22T18:53,Parcialmente nublado,9.4,57.0,Sin lluvia,Cálido
2026-06-15,Barquisimeto,Venezuela,VE,Caribe,10.0647,-69.3474,America/Caracas,29.5,21.4,25.0,2.0,12.0,22.2,108,93,51,6.8,51,2026-06-15T06:16,2026-06-15T18:59,Llovizna leve,8.1,72.0,Leve,Cálido
2026-06-16,Barquisimeto,Venezuela,VE,Caribe,10.0647,-69.3474,America/Caracas,29.1,20.2,24.5,0.2,2.0,19.7,97,93,50,8.4,51,2026-06-16T06:16,2026-06-16T18:59,Llovizna leve,8.9,71.5,Leve,Cálido
2026-06-17,Barquisimeto,Venezuela,VE,Caribe,10.0647,-69.3474,America/Caracas,29.4,21.1,24.8,4.2,5.0,21.9,94,90,48,8.8,95,2026-06-17T06:16,2026-06-17T18:59,Tormenta eléctrica,8.3,69.0,Leve,Cálido
2026-06-18,Barquisimeto,Venezuela,VE,Caribe,10.0647,-69.3474,America/Caracas,29.4,21.5,24.0,9.4,12.0,20.4,98,98,55,8.1,80,2026-06-18T06:17,2026-06-18T18:59,Chubascos leves,7.9,76.5,Moderada,Cálido
2026-06-19,Barquisimeto,Venezuela,VE,Caribe,10.0647,-69.3474,America/Caracas,28.9,20.9,24.6,3.7,7.0,20.6,98,97,51,8.8,80,2026-06-19T06:17,2026-06-19T19:00,Chubascos leves,8.0,74.0,Leve,Cálido
2026-06-20,Barquisimeto,Venezuela,VE,Caribe,10.0647,-69.3474,America/Caracas,30.9,21.4,25.7,3.3,5.0,21.3,98,93,42,8.8,80,2026-06-20T06:17,2026-06-20T19:00,Chubascos leves,9.5,67.5,Leve,Cálido
2026-06-21,Barquisimeto,Venezuela,VE,Caribe,10.0647,-69.3474,America/Caracas,31.3,22.0,26.2,1.4,4.0,19.4,106,81,41,8.8,53,2026-06-21T06:17,2026-06-21T19:00,Llovizna moderada,9.3,61.0,Leve,Cálido
2026-06-22,Barquisimeto,Venezuela,VE,Caribe,10.0647,-69.3474,America/Caracas,30.2,21.3,25.6,2.2,9.0,21.7,108,97,50,8.8,53,2026-06-22T06:18,2026-06-22T19:00,Llovizna moderada,8.9,73.5,Leve,Cálido
2026-06-15,Pereira,Colombia,CO,Andina,4.8133,-75.6961,America/Bogota,23.1,17.0,19.8,5.1,19.0,8.5,24,98,65,7.2,55,2026-06-15T05:51,2026-06-15T18:15,Llovizna intensa,6.1,81.5,Moderada,Templado
2026-06-16,Pereira,Colombia,CO,Andina,4.8133,-75.6961,America/Bogota,24.1,16.3,19.5,4.9,12.0,9.8,53,100,56,8.2,81,2026-06-16T05:51,2026-06-16T18:15,Chubascos moderados,7.8,78.0,Leve,Templado
2026-06-17,Pereira,Colombia,CO,Andina,4.8133,-75.6961,America/Bogota,26.2,16.8,20.1,6.0,14.0,8.4,53,100,49,8.6,55,2026-06-17T05:51,2026-06-17T18:15,Llovizna intensa,9.4,74.5,Moderada,Cálido
2026-06-18,Pereira,Colombia,CO,Andina,4.8133,-75.6961,America/Bogota,25.9,16.3,19.5,9.6,16.0,8.5,30,99,45,8.6,80,2026-06-18T05:52,2026-06-18T18:16,Chubascos leves,9.6,72.0,Moderada,Templado
2026-06-19,Pereira,Colombia,CO,Andina,4.8133,-75.6961,America/Bogota,25.1,16.0,19.7,5.7,14.0,9.6,90,100,57,8.8,95,2026-06-19T05:52,2026-06-19T18:16,Tormenta eléctrica,9.1,78.5,Moderada,Templado
2026-06-20,Pereira,Colombia,CO,Andina,4.8133,-75.6961,America/Bogota,25.3,16.8,20.2,5.0,12.0,8.6,60,97,51,8.7,80,2026-06-20T05:52,2026-06-20T18:16,Chubascos leves,8.5,74.0,Leve,Cálido
2026-06-21,Pereira,Colombia,CO,Andina,4.8133,-75.6961,America/Bogota,26.1,16.9,20.0,8.6,10.0,11.2,88,99,51,8.7,95,2026-06-21T05:52,2026-06-21T18:16,Tormenta eléctrica,9.2,75.0,Moderada,Templado
2026-06-22,Pereira,Colombia,CO,Andina,4.8133,-75.6961,America/Bogota,24.9,17.1,19.3,17.9,16.0,8.2,32,100,63,8.6,95,2026-06-22T05:52,2026-06-22T18:16,Tormenta eléctrica,7.8,81.5,Moderada,Templado
2026-06-15,Bucaramanga,Colombia,CO,Andina,7.1193,-73.1227,America/Bogota,25.2,20.6,21.8,5.8,15.0,5.4,132,98,62,8.8,80,2026-06-15T05:36,2026-06-15T18:08,Chubascos leves,4.6,80.0,Moderada,Cálido
2026-06-16,Bucaramanga,Colombia,CO,Andina,7.1193,-73.1227,America/Bogota,24.7,19.4,21.8,5.3,17.0,6.4,95,99,64,8.8,53,2026-06-16T05:37,2026-06-16T18:09,Llovizna moderada,5.3,81.5,Moderada,Cálido
